Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_tears.of.steel.24.1280x534.420_h265_768.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 768 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.24.1280x534.420 -o ./out/encoded/tears.of.steel.24.1280x534.420_768.265", Sat Apr 22 01:46:02 2017, 45.48, 5.28, 702.96, 42.335, 46.712, 46.292, 43.377, -, -, 1     , 28.82, 4130.30 , 40.553, 44.272, 43.617, -, 59    , 24.09, 2312.85 , 42.547, 46.651, 46.262, -, 180   , 31.30, 156.24  , 42.275, 46.745, 46.316, -, 0     , 0     , 2.3
" --csv ./out/logs/log_tears.of.steel.24.1280x534.420_h265_768.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 768 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.24.1280x534.420 -o ./out/encoded/tears.of.steel.24.1280x534.420_768.265", Sat Apr 22 01:46:50 2017, 47.55, 5.05, 748.75, 42.777, 47.224, 46.812, 43.837, -, -, 1     , 20.53, 9544.13 , 45.265, 48.398, 48.134, -, 59    , 23.43, 2373.32 , 42.964, 47.146, 46.773, -, 180   , 30.42, 167.39  , 42.702, 47.244, 46.817, -, 0     , 0     , 2.3
