Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_gameplay.2.30.1280x720.420_h265_512.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 512 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/gameplay.2.30.1280x720.420 -o ./out/encoded/gameplay.2.30.1280x720.420_512.265", Sat Apr 22 01:17:26 2017, 63.66, 4.71, 584.23, 36.427, 44.648, 45.368, 38.572, -, -, 1     , 34.09, 3491.52 , 41.824, 47.029, 48.499, -, 99    , 36.82, 1111.74 , 36.957, 44.743, 45.437, -, 200   , 40.64, 308.57  , 36.138, 44.589, 45.318, -, 0     , 0     , 2.3
" --csv ./out/logs/log_gameplay.2.30.1280x720.420_h265_512.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 512 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/gameplay.2.30.1280x720.420 -o ./out/encoded/gameplay.2.30.1280x720.420_512.265", Sat Apr 22 01:18:25 2017, 58.32, 5.14, 511.75, 35.844, 44.189, 44.981, 38.029, -, -, 1     , 34.64, 3357.12 , 41.432, 46.568, 48.382, -, 99    , 38.05, 972.59  , 36.271, 44.235, 44.974, -, 200   , 41.61, 269.41  , 35.604, 44.154, 44.967, -, 0     , 0     , 2.3
