Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_tears.of.steel.end.24.1280x534.420_h265_1792.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1792 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.end.24.1280x534.420 -o ./out/encoded/tears.of.steel.end.24.1280x534.420_1792.265", Sat Apr 22 06:53:08 2017, 65.97, 3.64, 1728.16, 39.470, 47.382, 47.988, 41.524, -, -, 1     , 20.92, 16092.67, 43.283, 47.780, 48.451, -, 61    , 24.31, 5344.47 , 40.342, 47.390, 47.989, -, 178   , 31.09, 408.17  , 39.150, 47.377, 47.985, -, 0     , 0     , 2.3
" --csv ./out/logs/log_tears.of.steel.end.24.1280x534.420_h265_1792.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1792 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.end.24.1280x534.420 -o ./out/encoded/tears.of.steel.end.24.1280x534.420_1792.265", Sat Apr 22 06:54:14 2017, 65.97, 3.64, 1759.03, 39.582, 47.443, 48.037, 41.622, -, -, 1     , 20.38, 16926.91, 43.656, 48.142, 48.754, -, 61    , 24.06, 5422.58 , 40.452, 47.448, 48.045, -, 178   , 30.72, 418.33  , 39.262, 47.437, 48.031, -, 0     , 0     , 2.3
