Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_waterWorld.2997.1280x720.420_h265_1792.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1792 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waterWorld.2997.1280x720.420 -o ./out/encoded/waterWorld.2997.1280x720.420_1792.265", Sat Apr 22 07:05:57 2017, 139.62, 3.63, 1741.16, 31.962, 42.377, 42.688, 34.605, -, -, 1     , 26.31, 28476.80, 38.279, 43.874, 44.257, -, 98    , 33.28, 6208.43 , 33.218, 42.233, 42.553, -, 408   , 39.66, 602.62  , 31.645, 42.408, 42.716, -, 0     , 0     , 2.3
" --csv ./out/logs/log_waterWorld.2997.1280x720.420_h265_1792.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1792 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waterWorld.2997.1280x720.420 -o ./out/encoded/waterWorld.2997.1280x720.420_1792.265", Sat Apr 22 07:08:14 2017, 136.55, 3.71, 1743.58, 31.981, 42.334, 42.668, 34.611, -, -, 1     , 30.36, 18891.91, 34.971, 41.532, 41.990, -, 98    , 33.14, 6272.96 , 33.238, 42.187, 42.526, -, 408   , 39.57, 613.61  , 31.672, 42.372, 42.704, -, 0     , 0     , 2.3
