Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_tears.of.steel.end.24.1280x534.420_h265_2304.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.end.24.1280x534.420 -o ./out/encoded/tears.of.steel.end.24.1280x534.420_2304.265", Sat Apr 22 09:57:20 2017, 72.46, 3.31, 2230.51, 40.485, 48.116, 48.687, 42.464, -, -, 1     , 18.73, 19660.03, 44.839, 48.991, 49.552, -, 61    , 22.60, 6871.73 , 41.565, 48.180, 48.731, -, 178   , 29.35, 542.06  , 40.091, 48.090, 48.667, -, 0     , 0     , 2.3
" --csv ./out/logs/log_tears.of.steel.end.24.1280x534.420_h265_2304.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.end.24.1280x534.420 -o ./out/encoded/tears.of.steel.end.24.1280x534.420_2304.265", Sat Apr 22 09:58:32 2017, 72.18, 3.32, 2237.57, 40.540, 48.134, 48.707, 42.510, -, -, 1     , 18.75, 19659.84, 44.838, 49.021, 49.552, -, 61    , 22.46, 6895.49 , 41.619, 48.199, 48.753, -, 178   , 29.16, 543.44  , 40.146, 48.107, 48.686, -, 0     , 0     , 2.3
