Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_flowers.1.30.1280x720.420_h265_512.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 512 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/flowers.1.30.1280x720.420 -o ./out/encoded/flowers.1.30.1280x720.420_512.265", Sat Apr 22 01:28:33 2017, 52.29, 5.74, 534.90, 41.847, 43.333, 41.990, 42.051, -, -, 1     , 36.03, 318.24  , 46.484, 45.817, 46.543, -, 54    , 29.57, 1907.23 , 42.539, 43.254, 42.136, -, 245   , 35.67, 233.31  , 41.675, 43.340, 41.940, -, 0     , 0     , 2.3
" --csv ./out/logs/log_flowers.1.30.1280x720.420_h265_512.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 512 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/flowers.1.30.1280x720.420 -o ./out/encoded/flowers.1.30.1280x720.420_512.265", Sat Apr 22 01:29:23 2017, 49.74, 6.03, 523.73, 42.229, 43.497, 42.209, 42.385, -, -, 1     , 29.17, 520.08  , 48.442, 47.939, 48.124, -, 54    , 29.15, 1931.35 , 42.854, 43.321, 42.266, -, 245   , 35.12, 213.49  , 42.065, 43.517, 42.173, -, 0     , 0     , 2.3
