Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_tears.of.steel.24.1280x534.420_h265_2304.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.24.1280x534.420 -o ./out/encoded/tears.of.steel.24.1280x534.420_2304.265", Sat Apr 22 10:04:18 2017, 70.46, 3.41, 2180.07, 46.329, 49.699, 49.552, 47.153, -, -, 1     , 19.30, 10795.39, 45.948, 49.001, 48.722, -, 59    , 16.63, 7166.61 , 47.013, 50.085, 50.155, -, 180   , 23.86, 497.73  , 46.108, 49.576, 49.359, -, 0     , 0     , 2.3
" --csv ./out/logs/log_tears.of.steel.24.1280x534.420_h265_2304.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.24.1280x534.420 -o ./out/encoded/tears.of.steel.24.1280x534.420_2304.265", Sat Apr 22 10:05:29 2017, 70.47, 3.41, 2255.63, 46.538, 49.860, 49.721, 47.351, -, -, 1     , 13.93, 18593.86, 49.008, 51.266, 51.424, -, 59    , 16.25, 7280.39 , 47.201, 50.259, 50.345, -, 180   , 23.29, 517.85  , 46.307, 49.722, 49.507, -, 0     , 0     , 2.3
