Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_waterWorld.2997.1280x720.420_h265_768.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 768 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waterWorld.2997.1280x720.420 -o ./out/encoded/waterWorld.2997.1280x720.420_768.265", Sat Apr 22 01:50:34 2017, 104.20, 4.87, 736.56, 29.570, 40.290, 40.683, 32.299, -, -, 1     , 32.42, 15231.49, 33.478, 40.464, 40.852, -, 98    , 37.79, 2681.20 , 30.171, 40.067, 40.468, -, 408   , 44.18, 233.94  , 29.416, 40.342, 40.734, -, 0     , 0     , 2.3
" --csv ./out/logs/log_waterWorld.2997.1280x720.420_h265_768.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 768 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waterWorld.2997.1280x720.420 -o ./out/encoded/waterWorld.2997.1280x720.420_768.265", Sat Apr 22 01:52:17 2017, 103.32, 4.91, 747.68, 29.656, 40.358, 40.730, 32.378, -, -, 1     , 34.59, 12068.09, 31.965, 39.445, 39.786, -, 98    , 37.43, 2740.72 , 30.301, 40.158, 40.536, -, 408   , 43.95, 241.21  , 29.496, 40.408, 40.779, -, 0     , 0     , 2.3
