Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_waves.30.1280x720.420_h265_2048.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2048 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waves.30.1280x720.420 -o ./out/encoded/waves.30.1280x720.420_2048.265", Sat Apr 22 09:28:56 2017, 88.69, 3.38, 1923.04, 39.683, 48.033, 50.021, 42.019, -, -, 1     , 28.10, 5007.60 , 40.982, 48.870, 50.460, -, 80    , 30.47, 2727.82 , 41.863, 48.541, 50.419, -, 219   , 33.13, 1614.97 , 38.880, 47.843, 49.874, -, 0     , 0     , 2.3
" --csv ./out/logs/log_waves.30.1280x720.420_h265_2048.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2048 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waves.30.1280x720.420 -o ./out/encoded/waves.30.1280x720.420_2048.265", Sat Apr 22 09:30:24 2017, 87.91, 3.41, 2052.06, 39.940, 48.178, 50.146, 42.245, -, -, 1     , 26.36, 6228.00 , 42.143, 49.687, 51.271, -, 80    , 30.30, 2797.79 , 42.028, 48.713, 50.519, -, 219   , 32.71, 1760.57 , 39.167, 47.976, 50.005, -, 0     , 0     , 2.3
