Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_tears.of.steel.24.1280x534.420_h265_1280.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1280 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.24.1280x534.420 -o ./out/encoded/tears.of.steel.24.1280x534.420_1280.265", Sat Apr 22 04:12:31 2017, 54.59, 4.40, 1192.17, 44.189, 48.160, 47.865, 45.145, -, -, 1     , 24.39, 6477.89 , 43.128, 46.470, 46.047, -, 59    , 20.60, 3964.09 , 44.580, 48.252, 48.094, -, 180   , 27.86, 254.23  , 44.067, 48.140, 47.801, -, 0     , 0     , 2.3
" --csv ./out/logs/log_tears.of.steel.24.1280x534.420_h265_1280.csv --input-res 1280x534 --fps 24/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1280 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/tears.of.steel.24.1280x534.420 -o ./out/encoded/tears.of.steel.24.1280x534.420_1280.265", Sat Apr 22 04:13:26 2017, 54.99, 4.36, 1244.82, 44.461, 48.424, 48.133, 45.415, -, -, 1     , 17.49, 12920.83, 46.950, 49.700, 49.613, -, 59    , 20.15, 4038.98 , 44.836, 48.509, 48.367, -, 180   , 27.34, 264.09  , 44.324, 48.388, 48.048, -, 0     , 0     , 2.3
