Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_basketball.2.2982.1280x720.420_h265_2048.csv --input-res 1280x720 --fps 2982/100 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2048 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/basketball.2.2982.1280x720.420 -o ./out/encoded/basketball.2.2982.1280x720.420_2048.265", Sat Apr 22 08:57:58 2017, 82.05, 3.64, 1869.83, 37.788, 43.055, 43.779, 39.195, -, -, 1     , 24.27, 19250.36, 41.850, 44.601, 45.769, -, 66    , 27.69, 5690.55 , 39.135, 43.355, 43.915, -, 232   , 34.85, 707.99  , 37.387, 42.964, 43.731, -, 0     , 0     , 2.3
" --csv ./out/logs/log_basketball.2.2982.1280x720.420_h265_2048.csv --input-res 1280x720 --fps 2982/100 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2048 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/basketball.2.2982.1280x720.420 -o ./out/encoded/basketball.2.2982.1280x720.420_2048.265", Sat Apr 22 08:59:21 2017, 82.98, 3.60, 1971.53, 38.016, 43.267, 43.961, 39.416, -, -, 1     , 24.04, 19577.66, 42.001, 44.790, 45.989, -, 66    , 27.22, 5946.00 , 39.421, 43.597, 44.128, -, 232   , 34.41, 764.97  , 37.600, 43.167, 43.905, -, 0     , 0     , 2.3
