Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_elon.2997.1280x720.420_h265_768.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 768 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/elon.2997.1280x720.420 -o ./out/encoded/elon.2997.1280x720.420_768.265", Sat Apr 22 02:46:31 2017, 47.96, 6.25, 723.00, 48.034, 50.724, 50.123, 48.632, -, -, 1     , 30.74, 2803.76 , 43.729, 46.530, 45.863, -, 66    , 20.16, 2627.69 , 48.625, 51.196, 50.636, -, 233   , 27.73, 174.55  , 47.886, 50.608, 49.996, -, 0     , 0     , 2.3
" --csv ./out/logs/log_elon.2997.1280x720.420_h265_768.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 768 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/elon.2997.1280x720.420 -o ./out/encoded/elon.2997.1280x720.420_768.265", Sat Apr 22 02:47:19 2017, 47.38, 6.33, 757.46, 48.445, 51.104, 50.492, 49.033, -, -, 1     , 16.56, 10630.97, 51.059, 53.422, 53.041, -, 66    , 19.43, 2659.01 , 49.016, 51.576, 50.999, -, 233   , 26.90, 176.45  , 48.272, 50.960, 50.337, -, 0     , 0     , 2.3
