Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_waterWorld.2997.1280x720.420_h265_512.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 512 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waterWorld.2997.1280x720.420 -o ./out/encoded/waterWorld.2997.1280x720.420_512.265", Sat Apr 22 00:47:16 2017, 90.52, 5.60, 488.29, 28.361, 39.241, 39.722, 31.141, -, -, 1     , 32.42, 15231.49, 33.478, 40.464, 40.852, -, 98    , 40.14, 1747.10 , 28.729, 38.983, 39.476, -, 408   , 46.36, 149.79  , 28.260, 39.300, 39.779, -, 0     , 0     , 2.3
" --csv ./out/logs/log_waterWorld.2997.1280x720.420_h265_512.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 512 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waterWorld.2997.1280x720.420 -o ./out/encoded/waterWorld.2997.1280x720.420_512.265", Sat Apr 22 00:48:46 2017, 90.40, 5.61, 496.66, 28.496, 39.381, 39.812, 31.271, -, -, 1     , 36.48, 9781.98 , 30.666, 38.773, 39.228, -, 98    , 39.61, 1823.04 , 28.942, 39.179, 39.613, -, 408   , 46.10, 155.32  , 28.384, 39.432, 39.861, -, 0     , 0     , 2.3
