Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_basketball.2.2982.1280x720.420_h265_1792.csv --input-res 1280x720 --fps 2982/100 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1792 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/basketball.2.2982.1280x720.420 -o ./out/encoded/basketball.2.2982.1280x720.420_1792.265", Sat Apr 22 07:26:24 2017, 78.66, 3.80, 1629.53, 37.234, 42.573, 43.301, 38.660, -, -, 1     , 25.41, 17476.91, 41.012, 43.938, 45.137, -, 66    , 28.63, 4946.57 , 38.472, 42.813, 43.400, -, 232   , 35.81, 617.58  , 36.866, 42.499, 43.265, -, 0     , 0     , 2.3
" --csv ./out/logs/log_basketball.2.2982.1280x720.420_h265_1792.csv --input-res 1280x720 --fps 2982/100 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1792 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/basketball.2.2982.1280x720.420 -o ./out/encoded/basketball.2.2982.1280x720.420_1792.265", Sat Apr 22 07:27:43 2017, 79.09, 3.78, 1731.23, 37.494, 42.779, 43.510, 38.906, -, -, 1     , 24.91, 18172.79, 41.348, 44.155, 45.439, -, 66    , 28.11, 5202.09 , 38.790, 43.072, 43.655, -, 232   , 35.32, 672.96  , 37.108, 42.690, 43.460, -, 0     , 0     , 2.3
