Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_elon.2997.1280x720.420_h265_2304.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/elon.2997.1280x720.420 -o ./out/encoded/elon.2997.1280x720.420_2304.265", Sat Apr 22 11:28:24 2017, 75.87, 3.95, 2203.97, 51.992, 54.359, 53.838, 52.518, -, -, 1     , 22.54, 5844.40 , 48.057, 50.638, 50.164, -, 66    , 12.58, 7782.79 , 52.717, 54.909, 54.475, -, 233   , 20.24, 608.08  , 51.803, 54.220, 53.673, -, 0     , 0     , 2.3
" --csv ./out/logs/log_elon.2997.1280x720.420_h265_2304.csv --input-res 1280x720 --fps 30000/1001 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/elon.2997.1280x720.420 -o ./out/encoded/elon.2997.1280x720.420_2304.265", Sat Apr 22 11:29:39 2017, 75.71, 3.96, 2257.43, 52.280, 54.621, 54.128, 52.804, -, -, 1     , 9.67, 22319.28, 54.722, 56.660, 56.322, -, 66    , 12.13, 7759.39 , 52.971, 55.160, 54.759, -, 233   , 19.56, 612.83  , 52.074, 54.459, 53.939, -, 0     , 0     , 2.3
