Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_gameplay.30.1280x720.420_h265_256.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 256 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/gameplay.30.1280x720.420 -o ./out/encoded/gameplay.30.1280x720.420_256.265", Sat Apr 22 00:11:20 2017, 43.83, 6.84, 253.40, 25.843, 37.269, 38.076, 28.800, -, -, 1     , 34.77, 2733.60 , 38.903, 45.554, 46.538, -, 110   , 49.92, 354.29  , 25.989, 37.343, 38.079, -, 189   , 50.90, 181.56  , 25.689, 37.182, 38.029, -, 0     , 0     , 2.3
" --csv ./out/logs/log_gameplay.30.1280x720.420_h265_256.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 256 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/gameplay.30.1280x720.420 -o ./out/encoded/gameplay.30.1280x720.420_256.265", Sat Apr 22 00:12:02 2017, 42.12, 7.12, 248.70, 25.731, 37.290, 38.098, 28.722, -, -, 1     , 47.00, 766.80  , 30.925, 41.286, 41.285, -, 110   , 49.67, 367.51  , 25.952, 37.407, 38.170, -, 189   , 51.00, 176.81  , 25.574, 37.202, 38.039, -, 0     , 0     , 2.3
