Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_waves.30.1280x720.420_h265_2304.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waves.30.1280x720.420 -o ./out/encoded/waves.30.1280x720.420_2304.265", Sat Apr 22 11:05:06 2017, 92.84, 3.23, 2153.71, 40.114, 48.349, 50.262, 42.412, -, -, 1     , 27.08, 5679.36 , 41.626, 49.435, 50.684, -, 80    , 29.77, 2985.20 , 42.252, 48.922, 50.759, -, 219   , 32.33, 1833.87 , 39.326, 48.135, 50.078, -, 0     , 0     , 2.3
" --csv ./out/logs/log_waves.30.1280x720.420_h265_2304.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 2304 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/waves.30.1280x720.420 -o ./out/encoded/waves.30.1280x720.420_2304.265", Sat Apr 22 11:06:39 2017, 92.49, 3.24, 2293.30, 40.405, 48.506, 50.437, 42.671, -, -, 1     , 25.69, 6738.48 , 42.560, 49.967, 51.400, -, 80    , 29.42, 3080.02 , 42.494, 49.107, 50.943, -, 219   , 31.91, 1985.61 , 39.631, 48.279, 50.248, -, 0     , 0     , 2.3
