Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --csv ./out/logs/log_flowers.1.30.1280x720.420_h265_1280.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1280 --pass 1 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/flowers.1.30.1280x720.420 -o ./out/encoded/flowers.1.30.1280x720.420_1280.265", Sat Apr 22 05:10:32 2017, 74.39, 4.03, 1351.76, 44.435, 45.739, 44.438, 44.598, -, -, 1     , 32.84, 383.04  , 47.507, 46.981, 47.284, -, 54    , 23.49, 4424.30 , 45.453, 45.962, 44.993, -, 245   , 29.57, 678.50  , 44.198, 45.685, 44.304, -, 0     , 0     , 2.3
" --csv ./out/logs/log_flowers.1.30.1280x720.420_h265_1280.csv --input-res 1280x720 --fps 30/1 --tune psnr --psnr --preset veryslow --keyint -1 --bitrate 1280 --pass 2 --tu-intra-depth 2 --tu-inter-depth 2 --input /run/media/john_tukey/download/datasets/5c1dataset/flowers.1.30.1280x720.420 -o ./out/encoded/flowers.1.30.1280x720.420_1280.265", Sat Apr 22 05:11:44 2017, 72.28, 4.15, 1334.09, 44.686, 46.070, 44.691, 44.860, -, -, 1     , 23.51, 968.88  , 49.568, 49.614, 49.486, -, 54    , 22.89, 4905.88 , 45.761, 46.339, 45.351, -, 245   , 28.90, 548.33  , 44.429, 45.997, 44.526, -, 0     , 0     , 2.3
